Text,Speaker,Episode,Season,Show
"  Your Grace, I am yours to command.",Barristan Selmy,e8-The Pointy End,season-01,Game-of-Thrones
"  Rise, Ser Barristan.",Cersei Lannister,e8-The Pointy End,season-01,Game-of-Thrones
You may remove your helm.,,e8-The Pointy End,season-01,Game-of-Thrones
You have served the Realm long and faithfully.,,e8-The Pointy End,season-01,Game-of-Thrones
Every man and woman in the Seven Kingdoms owes you thanks.,,e8-The Pointy End,season-01,Game-of-Thrones
But it is time to put aside your armor and your sword.,,e8-The Pointy End,season-01,Game-of-Thrones
It is time to rest and look back with pride on your many years of service.,,e8-The Pointy End,season-01,Game-of-Thrones
"  Your Grace, the Kingsguard is a sworn brotherhood.",Barristan Selmy,e8-The Pointy End,season-01,Game-of-Thrones
Our vows are taken for life. Only death relieves us of our sacred trust.,,e8-The Pointy End,season-01,Game-of-Thrones
"  Whose death, Ser Barristan? Yours or your King's?",Cersei Lannister,e8-The Pointy End,season-01,Game-of-Thrones
  You let my father die.,King Joffrey,e8-The Pointy End,season-01,Game-of-Thrones
You're too old to protect anybody.,,e8-The Pointy End,season-01,Game-of-Thrones
  Your Grace...,Barristan Selmy,e8-The Pointy End,season-01,Game-of-Thrones
  The Council has determined that Ser Jaime Lannister will take your place as Lord Commander of the Kingsguard.,Cersei Lannister,e8-The Pointy End,season-01,Game-of-Thrones
  The man who profaned his blade with the blood of the King he had sworn to defend!,Barristan Selmy,e8-The Pointy End,season-01,Game-of-Thrones
"  Careful, Ser.",Cersei Lannister,e8-The Pointy End,season-01,Game-of-Thrones
"  We have nothing but gratitude for your long service, good Ser.",Lord Varys,e8-The Pointy End,season-01,Game-of-Thrones
"You shall be given a stout Keep beside the sea, with servants to look after your every need.",,e8-The Pointy End,season-01,Game-of-Thrones
  A hall to die in and men to bury me.,Barristan Selmy,e8-The Pointy End,season-01,Game-of-Thrones
I am a Knight. I shall die a Knight.,,e8-The Pointy End,season-01,Game-of-Thrones
"  A naked Knight, apparently.",Petyr Baelish,e8-The Pointy End,season-01,Game-of-Thrones
  Even now I could cut through the five of you like carving a cake!,Barristan Selmy,e8-The Pointy End,season-01,Game-of-Thrones
"Here, boy! Melt it down and add it to the others.",,e8-The Pointy End,season-01,Game-of-Thrones
"  If any man in this hall has other matters to set before His Grace, let him speak now or go forth and hold his silence.",King's Landing Page,e8-The Pointy End,season-01,Game-of-Thrones
  Your Grace.,Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
"  Come forward, My Lady.",King Joffrey,e8-The Pointy End,season-01,Game-of-Thrones
Sansa walk forth.,,e8-The Pointy End,season-01,Game-of-Thrones
  The Lady Sansa of House Stark.,King's Landing Page,e8-The Pointy End,season-01,Game-of-Thrones
"  Do you have some business for the King and the Council, Sansa?",Cersei Lannister,e8-The Pointy End,season-01,Game-of-Thrones
  I do.,Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
Sansa kneels down.,,e8-The Pointy End,season-01,Game-of-Thrones
"  As it please Your Grace, I ask mercy for my father, Lord Eddard Stark, who was Hand of the King.",Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
  Treason is a noxious weed.,Grand Maester Pycelle,e8-The Pointy End,season-01,Game-of-Thrones
"It should be torn out, root...",,e8-The Pointy End,season-01,Game-of-Thrones
  Let her speak.,King Joffrey,e8-The Pointy End,season-01,Game-of-Thrones
I want to hear what she says.,,e8-The Pointy End,season-01,Game-of-Thrones
"  Thank you, Your Grace.",Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
  Do you deny your father's crime?,Petyr Baelish,e8-The Pointy End,season-01,Game-of-Thrones
"  No, My Lords. I know he must be punished.",Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
All I ask is mercy. I know My Lord father must regret what he did.,,e8-The Pointy End,season-01,Game-of-Thrones
He was King Robert's friend and he loved him.,,e8-The Pointy End,season-01,Game-of-Thrones
You all know he loved him.,,e8-The Pointy End,season-01,Game-of-Thrones
He never wanted to be Hand until the King asked him.,,e8-The Pointy End,season-01,Game-of-Thrones
They must have lied to him. Lord Renly or Lord Stannis or somebody.,,e8-The Pointy End,season-01,Game-of-Thrones
They must have lied!,,e8-The Pointy End,season-01,Game-of-Thrones
  He said I wasn't the King. Why did he say that?,King Joffrey,e8-The Pointy End,season-01,Game-of-Thrones
  He was badly hurt.,Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
Maester Pycelle was giving him milk of the poppy.,,e8-The Pointy End,season-01,Game-of-Thrones
He wasn't himself. Otherwise h never would have said it.,,e8-The Pointy End,season-01,Game-of-Thrones
  A child's faith Such sweet innocence.,Lord Varys,e8-The Pointy End,season-01,Game-of-Thrones
And yet they say wisdom oft comes from the mouths of babes.,,e8-The Pointy End,season-01,Game-of-Thrones
  Treason is treason!,Grand Maester Pycelle,e8-The Pointy End,season-01,Game-of-Thrones
  Anything else?,King Joffrey,e8-The Pointy End,season-01,Game-of-Thrones
"  If you still have any affection in your heart for me, please do me this kindness, Your Grace.",Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
  Your sweet words have moved me.,King Joffrey,e8-The Pointy End,season-01,Game-of-Thrones
But your father has to confess.,,e8-The Pointy End,season-01,Game-of-Thrones
He has to confess and say that I'm the King or there'll be no mercy for him.,,e8-The Pointy End,season-01,Game-of-Thrones
  He will.,Sansa Stark,e8-The Pointy End,season-01,Game-of-Thrones
"At the King’s Landing catacombs, Varys goes out to see Ned Stark.",,e9-Baelor,season-01,Game-of-Thrones
"  You've seen better days, my lord.",Varys,e9-Baelor,season-01,Game-of-Thrones
  Another visit? lt seems you're my last friend.,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
"  No, no, many still love you. Sansa came to court this morning to plead for your life.",Varys,e9-Baelor,season-01,Game-of-Thrones
  On her knees begging for me. Hm! Did you laugh with the others?,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
"  You do me wrong, my lord. Your blood is the last thing l want.",Varys,e9-Baelor,season-01,Game-of-Thrones
  l don't know what you want. l've given up trying to guess.,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
  Huh. Can you free me from this pit?,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
"  l could. But will l? No. As l said, I'm no hero.",Varys,e9-Baelor,season-01,Game-of-Thrones
"  What do you want? Tell me. No riddles, no stories. Tell me, what do you want?",Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
  Peace. Did you know that your son is marching south with an army of Northmen? Loyal lad. Fighting for his father's freedom.,Varys,e9-Baelor,season-01,Game-of-Thrones
  Robb? He's just a boy.,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
  Boys have been conquerors before. But the man giving Cersei sleepless nights is the king's the late king's brother. Lord Stannis has the best claim to the throne. He is a proven battle commander and he is utterly without mercy.,Varys,e9-Baelor,season-01,Game-of-Thrones
  Stannis Baratheon is Robert's true heir. The throne is his by rights.,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
  Sansa pleaded so sweetly for your life. lt would be a shame to throw it away. Cersei is no fool. She knows a tame wolf is more use to her than a dead one.,Varys,e9-Baelor,season-01,Game-of-Thrones
"  You want me to serve the woman who murdered my king, who butchered my men, who crippled my son?",Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
"  l want you to serve the realm! Tell the queen you will confess your vile treason, tell your son to lay down his sword and proclaim Joffrey as the true heir. Cersei knows you as a man of honor. lf you give her the peace she needs, and promise to carry her secret to your grave, l believe she will allow you to take the black and live out your days on the Wall with your brother and your bastard son.",Varys,e9-Baelor,season-01,Game-of-Thrones
  You think my life is some precious thing to me? That l would trade my honor for a few more years of... of what? You grew up with actors. You learned their craft and you learnt it well. But l grew up with soldiers. l learned how to die a long time ago.,Eddard Stark,e9-Baelor,season-01,Game-of-Thrones
"  Pity. Such a pity. What of your daughter's life, my lord? ls that a precious thing to you?",Varys,e9-Baelor,season-01,Game-of-Thrones
Theon shoots a raven coming from The Twins. Robb picks it up and reads the message.,,e9-Baelor,season-01,Game-of-Thrones
  lt's a birthday message to his grand-niece Walda.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  Or so Walder Frey would have you think.,Theon Greyjoy,e9-Baelor,season-01,Game-of-Thrones
  Keep shooting them down. We can't risk Lord Walder sending word of your movements to the Lannisters.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  He's Grandfather's bannerman. We can't expect his support?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  Expect nothing of Walder Frey and you'll never be surprised. Look.,Greatjon Umber,e9-Baelor,season-01,Game-of-Thrones
  Father rots in a dungeon. How long before they take his head? We need to cross the Trident and we need to do it now.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  Just march up to his gates and tell him you're crossing. We've got five times his numbers. You can take the Twins if you have to.,Theon Greyjoy,e9-Baelor,season-01,Game-of-Thrones
  Not in time. Tywin Lannister marches north as we speak.,Greatjon Umber,e9-Baelor,season-01,Game-of-Thrones
"  The Freys have held the crossing for 600 years, and for 600 years they have never failed to exact their toll.",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Have my horse saddled and ready.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  Enter the Twins alone and he'll sell you to the Lannisters as he likes.,Greatjon Umber,e9-Baelor,season-01,Game-of-Thrones
  Or throw you in a dungeon. Or slit your throat.,Theon Greyjoy,e9-Baelor,season-01,Game-of-Thrones
"  My father would do whatever it took to secure our crossing. Whatever it took. lf l'm going to lead this army, l can't have other men doing my bargaining for me.",Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  l agree. l'll go.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  You can't!,Everyone,e9-Baelor,season-01,Game-of-Thrones
  l have known Lord Walder since l was a girl. He would never harm me.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Unless there was a profit in it.,Greatjon Umber,e9-Baelor,season-01,Game-of-Thrones
"Catelyn finds herself inside the Twins, which the Freys gathered to watch her audience with Lord Walder.",,e9-Baelor,season-01,Game-of-Thrones
  What do you want?,Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  lt is a great pleasure to see you again after so many years, my lord.",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
"  Oh, spare me. Your boy's too proud to come before me himself. What am l supposed to do with you?",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  Father, you forget yourself. Lady Stark is –",Stevron Frey,e9-Baelor,season-01,Game-of-Thrones
"  Who asked you? You're not Lord Frey yet, not until l die. Do l look dead to you?",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  Father, please –",Ryger Rivers,e9-Baelor,season-01,Game-of-Thrones
"  l need lessons in courtesy from you, bastard? Your mother would still be a milkmaid if l hadn't squirted you into her belly.",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"(gestures to Catelyn) All right, you come forward.",,e9-Baelor,season-01,Game-of-Thrones
"(kisses her hand) There. Now that l've observed the courtesies, perhaps my sons will do me the honor of shutting their mouths.",,e9-Baelor,season-01,Game-of-Thrones
  ls there somewhere we can talk?,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  We're talking right now. Fine. Out! All of you!,Walder Frey,e9-Baelor,season-01,Game-of-Thrones
(taps his new wife on the bottom) Oh! You too.,,e9-Baelor,season-01,Game-of-Thrones
"(To Catelyn) You see that? Fifteen, she is. A little flower. And her honey's all mine.",,e9-Baelor,season-01,Game-of-Thrones
  l'm sure she will give you many sons.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Huh. Your father didn't come to the wedding.,Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  He is quite ill, my lord.",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
"  Huh. Didn't come to the last one, either. Or the one before that. Your family has always pissed on me.",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  My lord, l –",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Don't deny it. You know it's true. The fine Lord Tully would never marry any of his children to mine.,Walder Frey,e9-Baelor,season-01,Game-of-Thrones
  l'm sure there were reasons –,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  l didn't need reasons. l needed to get rid of sons and daughters. You see how they pile up? Why are you here?,Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  To ask you to open your gates, my lord, so my son and his bannermen may cross the Trident and be on their way.",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Why should l let him?,Walder Frey,e9-Baelor,season-01,Game-of-Thrones
"  lf you could climb your own battlements, you would see that he has 20,000 men outside your walls.",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
"  There will be 20,000 corpses when Tywin Lannister gets here. Don't try and frighten me, Lady Stark. Your husband's in a cell beneath the Red Keep and your son's got no fur to keep his balls warm.",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
  You swore an oath to my father.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
"  Oh, yes, l said some words. And l swore oaths to the crown too, if l remember right. Joffrey's king now, which makes your boy and his corpses-to-be nothing but rebels, it seems to me. lf l had the sense the gods gave a fish, l'd hand you both over to the Lannisters.",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
  Why don't you?,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
"  Stark, Tully, Lannister, Baratheon. Give me one good reason why l should waste a single thought on any of you?",Walder Frey,e9-Baelor,season-01,Game-of-Thrones
--------------------------------,,e9-Baelor,season-01,Game-of-Thrones
"At Castle Black, Jon Snow and Commander Mormont are having a chat.",,e9-Baelor,season-01,Game-of-Thrones
  And engage!,Voices outside,e9-Baelor,season-01,Game-of-Thrones
  When does Aemon think you'll be able to use that hand?,Jeor Mormont,e9-Baelor,season-01,Game-of-Thrones
"  Soon, he says.",Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  Good. You'll be ready for this, then. l thought a wolf was more appropriate for you than a bear so l had a new pommel made. lt's called Longclaw. Works as well for a wolf as a bear, l think.",Jeor Mormont,e9-Baelor,season-01,Game-of-Thrones
  This is Valyrian steel.,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  lt was my father's sword, his father before him. The Mormonts have carried it for five centuries. lt was meant for my son Jorah. He brought dishonor to our House, but he had the grace to leave the sword before he fled from Westeros.",Jeor Mormont,e9-Baelor,season-01,Game-of-Thrones
"  My lord, you honor me, but l can't –",Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  Oh, you can. And you will. l wouldn't be standing here if it wasn't for you and your beast. A bloody dead man tried to kill me, so you'll take it. l'll hear no more about it. ls that understood?",Jeor Mormont,e9-Baelor,season-01,Game-of-Thrones
"  Yes, my lord.",Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  Right. Now, don't think this means l approve of this nonsense with you and Alliser Thorne. That's a man's sword. lt'll take a man to wield it.",Jeor Mormont,e9-Baelor,season-01,Game-of-Thrones
  l'll apologize to Ser Alliser tonight.,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  No, you won't. l sent him to King's Landing yesterday. The hand that your wolf tore off that thing's wrist – l've ordered Thorne to lay it at the feet of this boy king. That should get young Joffrey's attention. And it, uh, puts a thousand leagues between you and Thorne. Now go and put your sword somewhere safe and bring me my supper.",Jeor Mormont,e9-Baelor,season-01,Game-of-Thrones
"  Yes, my lord.",Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"Jon Snow leaves the room and emerges outside, heading towards the mess hall.",,e9-Baelor,season-01,Game-of-Thrones
  Well done. Well done.,Unidentified Night’s Watchers,e9-Baelor,season-01,Game-of-Thrones
"  You earned that, Snow.",Night’s Watcher #1,e9-Baelor,season-01,Game-of-Thrones
  Well done.,Night’s Watcher #2,e9-Baelor,season-01,Game-of-Thrones
"Jon arrives at the mess hall. The other men gather around him to see his new sword, but Sam remains seated at a distance, looking distraught.",,e9-Baelor,season-01,Game-of-Thrones
"  Go on, let's have a look.",Pyp,e9-Baelor,season-01,Game-of-Thrones
  At what?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
  The sword! Show us the sword.,Grenn,e9-Baelor,season-01,Game-of-Thrones
  Sword! Sword! Sword! Sword! Sword! Sword! Sword! Sword! Sword!,All,e9-Baelor,season-01,Game-of-Thrones
  Let's have a look.,Pyp,e9-Baelor,season-01,Game-of-Thrones
  Piss off.,Grenn,e9-Baelor,season-01,Game-of-Thrones
"  Come on, l want to have a look at it in the light. Give it here!",Pyp,e9-Baelor,season-01,Game-of-Thrones
  Look at its eyes.,Grenn,e9-Baelor,season-01,Game-of-Thrones
"While the others are playing with the sword, Jon gets seated beside Sam.",,e9-Baelor,season-01,Game-of-Thrones
  What is it?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
  You can't what?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
  l'm really not supposed to say.,Samwell Tarly,e9-Baelor,season-01,Game-of-Thrones
  And yet you really want to say. You want to say that…,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
  There was a raven. l read the message to Maester Aemon. lt's your brother Robb.,Samwell Tarly,e9-Baelor,season-01,Game-of-Thrones
  What? What about him?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  He's heading south. To war. All his bannermen have rallied to his side, they'll keep him safe.",Samwell Tarly,e9-Baelor,season-01,Game-of-Thrones
  l should be there. l should be with him.,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
--------------------------,,e9-Baelor,season-01,Game-of-Thrones
"Back at the Crossing, Catelyn returns from her conversation with Walder Frey at the Twins, and finds Robb and the others having a meeting in his tent.",,e9-Baelor,season-01,Game-of-Thrones
"  lf we do that, they'll never get back across.",Greatjon Umber,e9-Baelor,season-01,Game-of-Thrones
  Well? What did he say?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
"  Lord Walder has granted your crossing. His men are yours, as well.",Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Huh.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  Less the 400 he will keep here to hold the crossing against any who would pursue you.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  What does he want in return?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  You will be taking on his son Olyvar as your personal squire. He expects a knighthood in good time.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
"   Fine, fine. And?",Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  And Arya will marry his son Waldron when they both come of age.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  She won't be happy about that. And?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  And when the fighting is done you will marry one of his daughters. Whichever you prefer. He has a number he thinks will be suitable.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  l see. Did you get a look at his daughters?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  l did.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  And?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  One was – Do you consent?,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Can l refuse?,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
  Not if you want to cross.,Catelyn Stark,e9-Baelor,season-01,Game-of-Thrones
  Then l consent.,Robb Stark,e9-Baelor,season-01,Game-of-Thrones
Robb leaves the meeting right away. Theon laughs while Catelyn watches.,,e9-Baelor,season-01,Game-of-Thrones
"We cut to a shot of Robb’s men on the other side of the river, having already crossed the Green Fork of the Trident and heading south.",,e9-Baelor,season-01,Game-of-Thrones
--------------,,e9-Baelor,season-01,Game-of-Thrones
"Back at Castle Black. Jon goes to see Maester Aemon, finding him cutting meat to serve to the ravens.",,e9-Baelor,season-01,Game-of-Thrones
  Sam said you wanted to see me?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  l did indeed. Perhaps you would be kind enough to assist me. Tell me, did you ever wonder why the men of the Night's Watch take no wives and father no children?",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
  No.,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  So they will not love. Love is the death of duty. lf the day should ever come when your lord father was forced to choose between honor on the one hand and those he loves on the other, what would he do?",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
"  He would do whatever was right, no matter what.",Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  Then Lord Stark is one man in 10,000. Most of us are not so strong. What is honor compared to a woman's love? And what is duty against the feel of a newborn son in your arms? Or a brother's smile?",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
  Sam told you.,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  We're all human. Oh, we all do our duty when there's no cost to it. Honor comes easy then. Yet sooner or later in every man's life there comes a day when it is not easy. A day when he must choose.",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
  And this is my day? ls that what you're saying?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  Oh, it hurts, boy. Oh, yes. l know.",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
"  You do not know. No one knows. l may be a bastard, but he is my father and Robb is my brother.",Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  The gods were cruel when they saw fit to test my vows. They waited till l was old. What could l do when the ravens brought the news from the South: the ruin of my House, the death of my family? l was helpless, blind, frail. But when l heard they had killed my brother's son and his poor son and the children! Even the little children.",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
  Who are you?,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  My father was Maekar, the first of his name. My brother Aegon reigned after him when l had refused the throne. And he was followed by his son Aerys whom they called the Mad King.",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
  You're Aemon Targaryen.,Jon Snow,e9-Baelor,season-01,Game-of-Thrones
"  l'm a maester of the Citadel, bound in service to Castle Black and the Night's Watch. l will not tell you to stay or go. You must make that choice yourself and live with it for the rest of your days. As l have.",Maester Aemon,e9-Baelor,season-01,Game-of-Thrones
------------------------------,,e9-Baelor,season-01,Game-of-Thrones
"Across the Narrow Sea, the Dothraki are on the move. Drogo leads them, but seems to have fainted. Daenerys rides right behind him.",,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) My lord… My sun and stars… Drogo.,Daenerys Targaryen,e9-Baelor,season-01,Game-of-Thrones
Drogo falls off his horse.,,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) My horse…,Khal Drogo,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) Blood of my blood…,Cohollo,e9-Baelor,season-01,Game-of-Thrones
"  (in Dothraki) No, l must ride.",Khal Drogo,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) He fell from his horse. A Khal who cannot ride is no Khal.,Qotho,e9-Baelor,season-01,Game-of-Thrones
"  (in Dothraki) He's tired, that's all. He needs to rest. We've ridden far enough today. We'll camp here.",Daenerys Targaryen,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) This is no place to camp. A woman does not give us orders. Not even a Khaleesi.,Qotho,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) We'll camp here. Tell them Khal Drogo commanded it.,Daenerys Targaryen,e9-Baelor,season-01,Game-of-Thrones
"  (in Dothraki) You do not command me, Khaleesi.",Qotho,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) Find Mirri Maz Duur. Bring her to me.,Daenerys Targaryen,e9-Baelor,season-01,Game-of-Thrones
"  (in Dothraki) The witch? l'll bring you her head, Khaleesi.",Qotho,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) Bring her to me unharmed or Khal Drogo will hear why you denied me.,Daenerys Targaryen,e9-Baelor,season-01,Game-of-Thrones
  (in Dothraki) Hyah! Hyah!,Qotho,e9-Baelor,season-01,Game-of-Thrones
---------------------,,e9-Baelor,season-01,Game-of-Thrones
"At the Lannister camp, Tywin is presiding over lunch/war meeting. Tyrion gets there while everyone’s already seated and eating.",,e9-Baelor,season-01,Game-of-Thrones
  Our scouts tell us the Stark host has moved south from the Twins with Lord Frey's levies in tow. They're a day's march north.,Kevan Lannister,e9-Baelor,season-01,Game-of-Thrones
"  The boy may lack experience and sense, but he does have a certain mindless provincial courage.",Tywin Lannister,e9-Baelor,season-01,Game-of-Thrones
"  Oh, do continue. Didn't mean to interrupt.",Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
"  l do hope your savages are going to be of some use, otherwise we've wasted good steel on them.",Tywin Lannister,e9-Baelor,season-01,Game-of-Thrones
"  The great hairy one insisted he must have two battleaxes. Heavy black steel, double-sided.",Kevan Lannister,e9-Baelor,season-01,Game-of-Thrones
  Shagga likes axes.,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
"  When the battle commences, you and your wildlings will be in the vanguard.",Tywin Lannister,e9-Baelor,season-01,Game-of-Thrones
  The vanguard? Me and the tribesmen on the front lines?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  They do seem rather ferocious.,Kevan Lannister,e9-Baelor,season-01,Game-of-Thrones
"  Ferocious? Last night a Moon Brother stabbed a Stone Crow over a sausage. Three Stone Crows seized the Moon Brother and opened his throat. Bronn managed to keep Shagga from chopping off the dead man's cock, which was fortunate, but even still, Ulf is demanding blood money, which Shagga and Gunthor refuse to pay.",Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
"  When soldiers lack discipline, the fault lies with their commander.",Tywin Lannister,e9-Baelor,season-01,Game-of-Thrones
  Surely there are ways to have me killed that would be less detrimental to the war effort.,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  There'll be no more discussion on the matter.,Tywin Lannister,e9-Baelor,season-01,Game-of-Thrones
"  lt appears l'm not hungry after all. Excuse me, my lords.",Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
"Back at his tent, Tyrion finds Bronn there with a woman (a prostitute) waiting there too.",,e9-Baelor,season-01,Game-of-Thrones
  Where did you find one so pretty at this hour?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  l took her.,Bronn,e9-Baelor,season-01,Game-of-Thrones
  Took her? From whom?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
"  From, uh, Ser What's-his-name? l don't know. Ginger cunt, three tents down.",Bronn,e9-Baelor,season-01,Game-of-Thrones
  And he didn't have anything to say about it?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  He said something.,Bronn,e9-Baelor,season-01,Game-of-Thrones
"  Well, the odds of me living long enough for him to retaliate have just dropped drastically. We'll be at the vanguard tomorrow.",Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
"  Oh, well. l, uh, think l'll go and find myself one.",Bronn,e9-Baelor,season-01,Game-of-Thrones
Bronn leaves. Tyrion addresses the prostitute.,,e9-Baelor,season-01,Game-of-Thrones
  Who are you?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  Who would you like me to be?,Prostitute,e9-Baelor,season-01,Game-of-Thrones
  What did your mother call you?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  Shae. What did your mother call you?,Prostitute,e9-Baelor,season-01,Game-of-Thrones
  My mother died giving birth to me.,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  ls that why l'm here? So we can talk about our mothers?,Shae,e9-Baelor,season-01,Game-of-Thrones
  What sort of accent is that?,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  Foreign.,Shae,e9-Baelor,season-01,Game-of-Thrones
  For-,Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  What do you want from me?,Shae,e9-Baelor,season-01,Game-of-Thrones
"  What do l want from you? l want you to share my tent. l want you to pour my wine, laugh at my jokes, rub my legs when they're sore after a day's ride. l want you to take no other man to bed for as long as we're together. And l want you to fuck me like it's my last night in this world. Which it may well be.",Tyrion Lannister,e9-Baelor,season-01,Game-of-Thrones
  And what do l get?,Shae,e9-Baelor,season-01,Game-of-Thrones
  Who told you this? Women you paid?,Shae,e9-Baelor,season-01,Game-of-Thrones
